# dataset B: 12440 rows, 3063 chemical families. data/datasetB_featurized.npz rows (Tc>0 subset of data/supercon_stanev.csv); family = `groups` field.
# fold_deterministic = GroupKFold(5) (no shuffle, published protocol); fold_seedS = GroupKFold(5, shuffle=True,
#   random_state=S); random_fold_seedS = KFold(5, shuffle=True, random_state=S). scikit-learn 1.7.2,
#   pandas 2.3.2, numpy 2.3.3. Generated by code/v2/make_splits.py.
# GroupKFold breaks size ties by the ORDER of the integer family codes (pandas.factorize order of first
#   appearance), so the fold assignment depends on the code order, not only on the family partition.
#   These indices, not just the procedure, are the reference. Read with pandas.read_csv(..., comment='#').
row_index,family_id,family_key,fold_deterministic,fold_seed0,fold_seed1,fold_seed2,fold_seed3,fold_seed4,random_fold_seed0,random_fold_seed1,random_fold_seed2,random_fold_seed3,random_fold_seed4,fold_deterministic_v1_prefilter_codes
325,264,Ga|Mo|Nb,1,1,2,3,1,4,1,1,4,2,0,2
326,265,Pt|Sb,1,3,3,0,2,1,1,2,3,0,1,1
327,266,Li|O|V,4,3,4,4,0,2,2,3,2,4,3,2
328,267,Ta|W,2,2,2,0,4,4,4,4,0,1,1,2
329,41,In|Tl,1,1,0,3,0,1,4,3,3,1,3,3
330,268,Fe|Ti|V,2,2,1,0,2,0,3,3,4,0,3,3
331,269,Ba|Cu|La|Nd|O,3,1,4,1,0,3,3,1,4,1,0,1
332,203,Ce|Cu|Gd|O|Pr,3,2,0,3,2,0,0,1,3,1,2,3
333,270,C|K,3,2,1,0,0,3,3,1,0,4,2,2
334,271,Cu|Mo|O|S,0,1,4,2,2,4,0,2,2,3,2,3
335,50,Ba|Ca|Cu|Er|La|O,3,3,0,3,1,3,0,0,2,4,3,2
336,41,In|Tl,1,1,0,3,0,1,3,4,2,4,0,3
337,36,Bi|Ca|Cu|O|Sr|Y,4,2,4,1,1,0,4,0,2,3,0,4
338,272,B|C|La|Lu|Ni,2,2,4,1,0,4,1,3,0,4,1,3
339,273,Bi|Cu|La|O|Pb|Sr,4,4,0,0,0,1,4,4,3,0,2,2
340,162,Hf|Nb|V,4,1,4,4,2,1,2,3,1,1,4,3
341,11,Ba|Cu|Nd|O,4,1,1,2,1,1,1,3,2,3,2,4
342,274,Ca|Cu|La|Nd|O,2,4,2,4,4,3,1,0,4,4,0,4
343,275,Ir|Lu|Si|Tm,4,4,0,1,4,1,0,1,3,4,4,4
344,276,Ca|Cu|O|Sr,0,0,3,4,4,0,4,3,2,3,2,0
345,166,Ce|La|Ru,3,4,1,1,0,3,2,0,4,4,2,1
346,277,Al|Nb|W,3,4,3,2,4,1,2,2,2,2,4,4
347,278,P|Rh|Ru|Zr,0,2,3,0,4,2,0,2,2,0,3,0
348,279,C|Ta,1,2,3,2,2,2,2,0,1,4,1,1
349,54,Nb|Ta,1,2,0,0,3,2,2,2,3,2,1,0
350,280,Pt|Si,2,4,1,0,4,0,4,4,3,2,1,3
351,281,Ca|Cu|O|Pb|Sr|Tl|Y,1,4,2,1,1,0,2,0,1,4,3,2
352,282,B|Cu|Mg,2,4,0,1,4,1,3,2,2,4,1,0
353,283,Ba|Ca|Cu|La|Mo|Nd|O,3,1,2,2,1,1,3,2,2,4,1,4
354,284,B|I,0,3,3,1,2,2,3,0,0,2,0,1
355,285,Al|Ge|Nb|Sn,2,1,0,3,1,0,3,4,0,2,1,2
356,286,Ba|Cu|O|Pr|Y,3,1,2,0,3,0,0,4,4,3,2,3
357,287,Bi|Pb,3,2,1,1,1,3,3,0,1,0,1,1
358,288,Nb|U,3,3,1,1,2,1,3,3,3,4,3,1
359,289,Pd|Zr,4,0,3,3,1,0,4,0,0,0,4,1
360,290,Ba|Ca|Cu|La|O|Y,2,0,4,0,1,2,1,4,2,4,4,1
361,291,Ba|Ca|Cu|Hg|O|Tl,4,4,0,1,4,4,2,2,1,0,1,3
362,292,Ba|Cu|Fe|O|Y,0,4,0,1,4,3,4,2,3,2,2,4
363,293,B|C|Er|Ni|Tb,0,2,2,3,0,2,4,3,1,4,1,3
364,294,Al|As|Ca|Fe|O|Ti,1,2,2,1,3,3,2,2,2,3,0,1
365,295,Ga|N,4,0,3,3,4,1,3,0,3,3,3,2
366,296,B|Nb|Zr,3,0,4,4,3,4,0,2,4,4,4,4
367,297,Al|B|Yb,2,4,0,1,2,0,4,2,1,0,4,2
368,298,As|Fe|H|O|P|Sm,3,0,2,4,1,2,3,0,0,0,0,4
369,299,Co|Cu|Rh|S,0,1,0,4,4,0,1,4,0,1,4,3
370,300,Ge|Ir|Lu|Si,3,1,3,4,1,3,4,0,3,3,1,2
371,301,Ba|Ca|Cr|Cu|O|Sr|Y,4,3,0,2,0,0,2,4,2,1,2,4
372,286,Ba|Cu|O|Pr|Y,3,1,2,0,3,0,4,0,4,4,3,3
373,302,H|Hf|V,2,0,1,3,0,4,4,4,1,0,0,2
374,303,In,3,1,0,1,0,2,4,1,1,4,0,2
375,304,Ga|La,1,2,0,3,1,3,4,4,1,0,2,1
376,305,Cu|Er|O|Re|Sr|Y,3,0,2,1,4,3,1,2,2,3,2,3
377,306,Ni|Si|Sr,4,0,0,2,4,0,0,0,0,1,4,1
378,307,Cu|La|Mg|O|Sr,4,4,3,2,4,3,0,3,4,0,4,0
379,308,Bi|Ca|Cu|La|O|Sr|Y,0,2,2,1,2,1,1,4,0,2,1,1
380,309,Ba|Cu|Hg|O|W,4,2,2,2,3,2,1,4,2,0,3,3
381,233,Er|Rh|Sn,3,2,1,2,4,0,2,4,4,4,2,2
382,310,S|Sb|Ta,1,2,3,1,1,1,0,0,3,0,2,4
383,311,Ba|Cu|Ga|O|Sr|Y,2,0,3,2,1,4,3,1,0,4,4,0
384,44,Cu|La|Nd|O|Sr,3,0,2,3,4,2,1,0,1,2,4,0
385,312,Ce|La|P|Ru,2,2,4,0,0,3,1,1,2,4,0,0
386,313,Br,0,3,4,0,3,0,3,1,2,1,2,4
387,314,Al|La,0,1,0,4,1,0,4,2,4,0,0,4
388,315,Al|B|Li|Mg,0,2,2,1,2,0,1,2,4,2,0,0
389,316,Co|Cu|Gd|O|Ru|Sr,2,0,4,1,3,1,3,1,2,3,4,3
390,62,Al|Ge|Nb,2,3,3,0,1,3,1,3,4,4,1,2
391,317,Ba|Cu|O|Sm|Zn,4,0,4,0,0,1,3,0,1,2,3,1
392,318,Ce|Pt|Ru,4,2,0,2,0,4,4,2,1,0,3,0
393,319,Ba|Ca|Cu|O|Sr|Y,0,2,4,3,1,3,0,1,3,4,3,3
394,320,As|Fe|Ni|O|Sm,4,0,3,4,3,4,1,0,0,1,2,1
395,321,Ba|Cu|K|O|Y,1,4,0,1,2,3,4,2,0,2,4,0
396,322,Ca|Cu|O|Pb|Sr|Tl|Zn,0,0,3,3,0,2,0,0,1,1,2,3
397,241,Ga|V,4,3,1,0,4,2,1,1,2,3,0,0
398,323,B|Mg|Na,0,4,2,1,3,0,0,1,1,2,2,3
399,324,B|Mo|Ru,1,4,4,4,2,3,0,1,2,1,4,3
400,325,P|S|Zr,3,4,1,3,0,0,3,4,0,2,3,3
401,326,Ca|Cl|Cu|O,4,0,3,3,4,2,2,0,3,4,2,2
402,327,B|C|Cu|O|Sr,3,4,4,0,2,4,1,4,0,1,3,3
403,143,Au|Te,3,2,4,0,3,4,4,2,0,3,2,4
404,328,Ca|Si,2,2,3,0,0,0,4,1,4,1,3,4
405,329,Hg|Tl,0,4,1,1,4,4,2,0,1,0,0,3
406,330,Pb|S|Ta,0,1,0,2,0,0,0,1,3,1,0,4
407,292,Ba|Cu|Fe|O|Y,0,4,0,1,4,3,1,1,4,2,4,4
408,331,As|Co|Fe|Na,0,3,1,4,4,0,3,0,4,4,4,3
409,332,As|Fe|Ir|O|Sm,4,0,3,0,0,3,2,4,4,3,0,1
410,333,C|Er|Th,4,0,4,2,3,0,1,2,4,3,0,1
411,334,Er|La,0,4,4,1,0,3,2,1,2,4,0,4
412,335,B|Ru|Y,3,2,0,1,2,2,2,1,4,3,3,4
413,336,Ba|Cu|O|Pr|Sm,3,3,2,0,3,2,2,0,0,3,0,1
414,337,As|Ce|F|Fe|O|P,4,3,4,2,4,0,2,2,4,1,2,4
415,0,As|Ba|Fe|K,0,4,2,3,0,4,1,0,4,4,3,1
416,292,Ba|Cu|Fe|O|Y,0,4,0,1,4,3,2,2,4,3,3,4
417,74,Ba|Cu|La|O|Y,2,3,3,3,3,1,2,3,3,4,1,2
418,152,Ba|Cu|O|Sr|Y,2,2,4,0,3,2,2,3,0,2,0,0
419,156,Pd|Se,3,0,3,1,0,4,3,1,4,3,0,2
420,189,Rh|Zr,4,0,1,3,3,1,1,1,4,2,0,4
421,338,As|Ce|Fe|H|O,3,0,1,0,2,1,3,1,2,4,0,0
422,339,Ir|Zr,1,3,3,2,0,4,1,2,1,3,3,4
423,340,B|La|N|Ni,0,2,1,2,2,3,4,0,0,0,0,4
424,341,Ce|Co|In|Sn,4,2,1,0,1,3,0,4,0,3,4,3
425,342,Pb|Pd|Y,2,1,4,3,3,1,3,4,1,0,3,0
426,343,As|Ca|Fe|Pt,0,4,4,2,2,3,2,4,1,4,2,1
427,344,As|Fe|Li,2,2,4,1,4,3,3,3,1,3,3,3
428,345,Nb|Pd|Se,2,2,2,3,4,2,3,0,0,3,2,4
429,346,Bi|K,3,0,0,2,0,4,2,4,3,4,3,3
430,347,Ba|Cu|Dy|O|Zn,0,2,2,0,0,1,3,0,2,1,3,2
431,200,Ir|Rh,1,1,1,1,4,4,2,4,3,4,3,3
432,348,B|C|Lu|Ni,1,4,1,3,3,4,4,3,2,4,3,1
433,172,B|Nb,4,3,2,3,2,0,4,1,4,0,3,1
434,349,Co|Ga|V,4,0,0,1,1,3,4,3,3,1,0,1
435,302,H|Hf|V,2,0,1,3,0,4,1,3,1,4,4,2
436,350,Ba|Ca|Cu|La|Nd|O,2,4,3,4,0,4,2,3,1,3,0,1
437,351,Ba|Cu|Hg|O,0,1,0,3,3,4,4,1,2,0,0,2
438,117,Cu|V,2,0,3,1,4,4,4,1,4,1,1,0
439,352,Fe|S|Se|Te,4,0,2,2,3,0,1,3,4,2,4,1
440,353,C|Hg|Rb,0,0,1,3,3,2,1,2,4,1,4,0
441,354,B|Ho|Rh|Ru,0,2,3,1,3,0,3,4,1,0,2,1
442,355,B|Fe|Y,3,3,3,0,1,4,4,0,4,4,0,2
443,206,Ir|La,4,1,1,4,1,3,2,1,3,3,3,4
444,356,Mo|Re,4,3,4,1,0,0,1,1,2,3,2,4
445,357,Mo|Zr,4,1,4,3,1,0,1,2,3,1,0,3
446,358,N|Nb,1,3,3,2,3,1,3,2,2,4,0,1
447,359,Cs|O|W,3,1,3,4,2,4,4,0,4,2,4,2
448,360,B|Ho|Rh,0,2,3,1,2,4,4,0,2,0,1,0
449,79,Fe|Se|Te,4,3,3,0,1,3,0,4,3,3,2,0
450,361,Ga|Sn|V,3,0,2,2,0,0,2,3,4,0,0,3
451,236,Ba|Cu|O|Tm,4,3,1,0,0,1,0,2,2,1,1,3
452,362,As|Ca|Fe|Nd,1,3,4,0,0,0,2,2,3,4,0,3
453,74,Ba|Cu|La|O|Y,2,3,3,3,3,1,3,2,4,0,4,2
454,89,In|Pb|Sn|Te,1,2,1,2,3,2,0,2,1,0,1,1
455,216,Cu|La|O|Sr,4,4,1,1,0,1,3,4,3,0,4,4
456,363,Ir|Si|U,4,3,2,0,4,3,1,2,2,0,4,3
457,364,Th|Zr,1,2,1,1,4,1,2,1,3,4,0,4
458,365,Bi|Cu|Nd|O|Sr,2,4,2,1,4,2,3,1,2,3,4,3
459,366,As|Ba|Fe|Ni,0,1,0,4,4,3,1,0,2,3,1,1
460,300,Ge|Ir|Lu|Si,3,1,3,4,1,3,1,3,0,0,4,2
461,367,Sb|Ti|V,3,3,0,2,4,3,1,4,1,2,0,0
462,368,Be|Ta,2,4,1,0,4,3,0,2,2,1,0,4
463,201,Ag|B|F|O,4,4,0,2,2,4,1,4,0,2,4,0
464,369,Hg|In,1,1,2,1,4,3,0,3,2,3,4,3
465,251,Mo|Ti,2,1,3,3,4,3,2,2,4,2,4,0
466,370,Mn|Si|V,3,3,1,1,0,0,3,3,3,0,4,4
467,371,In|La|Pr,3,3,3,3,0,4,0,4,2,1,3,2
468,372,Ce|Rh|Si,4,2,2,1,4,1,3,0,3,4,0,0
469,373,Ba|Cu|Hg|Mo|O,2,4,4,4,1,4,4,3,4,2,4,4
470,374,Ba|Bi|O|Pb,1,3,3,2,1,2,2,2,2,3,4,0
471,375,Ba|Be|Ca|Cu|O|Tl,2,4,1,0,4,1,3,3,3,1,4,0
472,376,Ce|In|Ir|Pt,4,2,4,2,3,0,1,4,0,2,3,0
473,377,As|Ba|Cu|Fe|K,3,3,4,0,0,2,1,0,1,4,2,2
474,378,Ag|In|Te,0,2,4,2,1,4,2,4,3,4,1,1
475,379,Ce|In|Ir|Rh,0,1,4,3,1,0,1,3,3,1,1,4
476,380,Ag|Sb,0,0,2,4,3,3,1,0,2,4,0,1
477,381,Ta,0,2,3,3,1,2,0,3,0,1,2,3
478,382,Bi|Ca|Cu|Hg|O|Sr,1,3,0,1,2,0,3,0,4,1,2,0
479,383,Al|Nb|Sn,3,2,0,2,4,4,2,0,4,2,3,0
480,384,Cu|Sb,1,1,2,2,4,2,3,3,0,2,1,1
481,241,Ga|V,4,3,1,0,4,2,2,1,3,2,4,0
482,0,As|Ba|Fe|K,0,4,2,3,0,4,3,2,1,2,2,1
483,385,Eu|Pt|Si,2,0,2,0,3,0,2,4,4,3,2,1
484,386,B|Ir|Rh|Tm,2,1,2,2,3,4,1,0,1,4,1,4
485,286,Ba|Cu|O|Pr|Y,3,1,2,0,3,0,2,2,4,2,1,3
486,79,Fe|Se|Te,4,3,3,0,1,3,0,2,1,0,0,0
487,387,Bi|Ce|F|O|S,4,4,3,2,2,4,0,0,1,2,0,3
488,64,Ba|Cu|O|Y|Zn,1,1,2,4,3,2,1,3,3,4,0,1
489,388,As|Ba|Ni,4,4,2,3,0,4,1,4,0,4,1,0
490,389,As|Cr|Cs,1,3,1,4,0,2,4,0,4,2,3,2
491,390,Ce|Cu|Nd|O|Y,3,1,2,4,4,2,0,4,2,2,3,3
492,137,As|Fe|Mg|O|Sr|Ti,4,0,1,0,2,0,4,2,4,1,3,1
493,391,Bi|Ca|Cu|O|Pb|Sr|Y,1,1,4,1,0,0,3,4,3,3,3,2
494,392,C|Mo|Nb,0,1,3,4,0,0,4,3,2,1,4,1
495,66,Ba|Ca|Cu|La|O|Sr,3,2,3,2,4,1,0,3,0,2,1,2
496,393,Ca|Cu|Nd|O|Pb|Sr,2,2,0,2,1,4,1,1,3,2,2,2
497,394,Ca|Cl|Cu|K|O,0,3,0,2,3,2,4,3,2,2,1,4
498,395,Ba|Bi|K|O|Pr,3,3,3,4,4,3,3,3,2,0,3,4
499,396,As|F|Fe|La|O|Zn,3,0,0,4,4,4,0,3,1,3,2,0
500,397,Cs,1,3,1,3,4,2,2,3,1,1,0,1
501,398,C|Y|Zn,0,0,2,2,0,0,3,2,2,3,2,0
502,399,Hf|Nb|Zr,0,0,2,3,2,3,2,2,3,4,4,2
503,400,As|Fe|K|Sr,3,4,2,2,1,4,2,0,1,0,0,1
504,401,Co|Zr,0,3,3,0,2,1,4,4,0,4,0,4
505,402,Ce|Co|In|Rh,2,1,4,2,1,3,4,4,0,2,4,3
506,403,B|C|Ho|Lu|Ni,4,3,0,2,0,0,1,2,0,1,2,3
507,404,C|Cr|Y,3,4,3,1,0,0,2,1,3,4,0,3
508,62,Al|Ge|Nb,2,3,3,0,1,3,1,2,2,3,2,2
509,405,B|Si|W,3,1,4,3,4,1,1,1,0,2,0,2
510,1,Ba|Ca|Cu|La|O,0,0,1,3,2,4,2,2,3,2,0,0
511,406,Al|Pr|V,1,3,1,4,1,0,4,4,3,3,0,0
512,153,Ba|Cu|Ni|O|Y,1,4,4,4,2,1,4,1,4,2,2,1
513,407,Ca|Cu|Fe|Hg|O|Sr|Y,2,4,2,2,0,3,4,1,1,1,2,4
514,408,C|Rh,2,2,2,3,1,2,1,4,2,3,0,1
515,64,Ba|Cu|O|Y|Zn,1,1,2,4,3,2,3,4,1,1,0,1
516,409,Ni|V,0,3,3,3,0,1,3,0,3,3,3,3
517,410,Co|Sn|Yb,2,0,4,4,0,4,2,2,2,0,2,0
518,1,Ba|Ca|Cu|La|O,0,0,1,3,2,4,4,3,0,2,0,0
519,411,Bi|Ca|Cu|I|O|Sr,4,0,4,2,2,1,0,4,1,2,2,1
520,412,As|Nb|Sn|Tl,4,2,4,3,1,1,1,1,0,0,4,0
521,357,Mo|Zr,4,1,4,3,1,0,0,3,1,0,1,3
522,413,B|Ba|Cu|O|Sr|Y,0,1,4,4,2,2,0,3,3,2,0,4
523,218,C|Mo|Ta,1,3,0,0,3,0,4,4,2,0,3,0
524,414,Se|Ta,0,1,1,2,0,2,3,2,1,0,3,1
525,415,N|Nb|Ti,2,2,0,4,3,0,1,0,2,4,0,4
526,416,As|Ba|Co|Fe,3,2,2,4,2,1,0,1,0,4,0,3
527,137,As|Fe|Mg|O|Sr|Ti,4,0,1,0,2,0,1,0,0,4,4,1
528,292,Ba|Cu|Fe|O|Y,0,4,0,1,4,3,0,4,3,1,0,4
529,417,Ca|Cu|O|Sr|Tl,2,3,4,2,3,0,3,2,0,1,1,4
530,418,P|Pd|Pt|Sr,4,0,1,1,4,3,0,0,1,4,0,0
531,419,Li|Mo|Se,4,4,2,3,4,3,2,4,2,0,1,0
532,420,Ce|Cu|Nd|O,0,3,2,4,2,0,0,4,3,1,2,0
533,421,B|Gd|Lu|Ru,2,3,1,3,2,4,2,0,3,1,2,3
534,422,Bi|Ca|Cu|O|Pb|Sr,3,0,1,3,0,1,2,2,4,2,1,4
535,423,Nb|Pd,1,4,4,2,3,0,2,1,2,0,1,4
536,74,Ba|Cu|La|O|Y,2,3,3,3,3,1,0,1,3,0,4,2
537,424,Er|Os|Si,4,4,2,4,1,3,4,0,1,2,0,0
538,425,Cr|Ga|V,4,1,1,3,1,2,3,2,2,0,3,0
539,64,Ba|Cu|O|Y|Zn,1,1,2,4,3,2,2,2,3,1,2,1
540,57,Ba|Ca|Co|Cu|O|Y,1,1,3,4,0,1,4,3,2,3,0,2
541,426,Ce|Cu|Nd|Ni|O,4,1,3,1,4,4,0,3,2,4,3,3
542,427,La|Nd,2,0,3,3,2,1,4,4,4,1,3,1
543,428,Ba|Cu|O|Sr|Yb,1,4,0,4,3,2,1,2,4,3,1,4
544,429,Cu|La|Ni|O|Sr,0,4,1,1,3,1,1,1,4,1,0,0
545,430,As|Nb|Pb|Sn,2,4,3,4,3,0,2,0,1,4,1,2
546,431,Sn|V,0,3,4,0,3,0,2,2,3,3,1,1
547,432,B|Mg|Ni,1,3,0,1,4,1,0,2,3,4,1,0
548,6,Co|Cu|La|O|Sr,1,1,0,1,0,4,0,2,4,3,4,3
549,1,Ba|Ca|Cu|La|O,0,0,1,3,2,4,3,3,2,1,3,0
550,433,Mn|Rh|Ti,2,4,3,4,1,1,2,0,3,0,3,4
551,434,Re|Ta,1,2,2,4,4,0,1,0,3,2,4,1
552,435,Ca|O|W,4,3,2,4,4,3,0,1,4,0,0,2
553,286,Ba|Cu|O|Pr|Y,3,1,2,0,3,0,1,2,0,3,1,3
554,420,Ce|Cu|Nd|O,0,3,2,4,2,0,0,0,1,1,3,0
555,436,Ba|Cu|Eu|O|Pr|Sr,4,0,2,2,2,1,0,0,2,1,0,3
556,166,Ce|La|Ru,3,4,1,1,0,3,0,1,3,4,0,1
557,437,Cl|N|Na|Zr,4,4,3,3,0,3,2,1,2,3,1,3
558,79,Fe|Se|Te,4,3,3,0,1,3,1,1,1,3,1,0
559,438,Cu|Nd|O,4,1,0,3,4,2,2,1,0,3,1,2
560,402,Ce|Co|In|Rh,2,1,4,2,1,3,2,3,3,3,2,3
561,439,Al|Os|Ru,0,3,1,3,0,4,0,0,4,4,3,2
562,90,As|Fe|H|La|O,2,3,1,3,4,0,3,4,1,3,4,2
563,376,Ce|In|Ir|Pt,4,2,4,2,3,0,4,3,1,1,0,0
564,440,Ba|Cu|Gd|O,2,1,0,3,0,2,3,1,2,0,3,4
565,441,Ba|Ca|Cu|La|O|Yb,1,2,1,2,1,1,0,2,0,2,1,2
566,64,Ba|Cu|O|Y|Zn,1,1,2,4,3,2,3,1,4,2,1,1
567,442,Nb|Sn|Zr,0,1,0,4,3,3,3,1,1,2,2,0
568,443,Bi|Cu|O|Pb|Sr|Y,2,1,1,4,0,4,1,3,4,3,1,0
569,444,Mo|Pt,4,1,1,4,3,2,3,0,2,0,1,0
570,445,Ba|Cu|Hg|Nd|O,4,3,0,1,0,3,2,3,1,3,3,1
571,446,Eu|Mo|S|Sn,3,0,1,2,0,1,4,1,1,4,0,2
572,19,Gd|In|La,1,2,2,4,3,2,1,3,3,2,4,4
573,447,Lu|Mo|S,0,4,1,2,3,2,4,0,1,4,1,4
574,448,Al|La|Pd,1,3,2,2,0,0,1,0,4,1,0,2
575,42,Cu|La|O|Sr|Zn,1,2,4,4,3,1,3,0,3,2,2,1
576,449,B|C|Co|Ho|Ni,4,4,3,4,3,0,3,2,2,3,1,3
577,450,Ba|Cu|F|O|Y,1,3,4,2,1,2,1,3,0,0,0,0
578,451,Ir|Os|Y,1,4,4,3,4,4,0,4,3,2,0,4
579,429,Cu|La|Ni|O|Sr,0,4,1,1,3,1,0,3,1,3,3,0
580,274,Ca|Cu|La|Nd|O,2,4,2,4,4,3,0,2,3,3,4,4
581,54,Nb|Ta,1,2,0,0,3,2,1,3,3,2,1,0
582,31,Ba|Cu|O|Pr|Sr|Y,0,2,3,4,1,0,2,0,0,1,2,2
583,452,Sb|Ta,3,1,1,1,3,1,3,3,4,3,1,4
584,453,O|Ru|Sr,4,0,1,3,4,4,3,0,1,1,4,1
585,274,Ca|Cu|La|Nd|O,2,4,2,4,4,3,1,4,1,0,3,4
586,454,As|Hf|Ru,1,0,4,1,0,1,4,0,1,2,2,0
587,455,Ba|Cu|O|Tl,1,1,3,2,4,3,1,0,2,1,0,2
588,456,C|Nb,3,3,2,0,1,4,4,1,4,0,1,4
589,457,Ca|Cu|La|O|Sr,0,0,1,2,2,2,2,0,4,4,4,1
590,458,Fe|Te,3,1,3,2,0,4,3,4,1,0,3,2
591,459,Ge|Ir|Y,2,1,1,1,0,0,4,4,4,1,1,0
592,59,Bi|Ca|Cu|O|Sr,2,1,2,3,0,3,4,2,1,2,2,2
593,460,Ba|Cu|O|Sc|Y,4,4,3,1,1,4,1,2,2,1,2,4
594,461,Al|Ba|Cu|O|Y,1,0,4,4,3,2,4,0,0,4,0,4
595,462,Nb|Ni|Sn,0,3,2,2,3,2,4,1,0,3,2,4
596,463,As|Eu|Fe|K,3,0,3,0,1,2,2,1,2,2,0,4
597,464,Ba|Ce|Cu|Eu|La|O|Sr|Y,1,3,0,1,1,4,0,0,3,3,0,1
598,465,As|Ba|Fe|K|Zn,2,0,4,2,3,1,0,3,3,4,1,4
599,466,Bi|Cu|Eu|O|Sr,2,3,3,2,4,4,3,0,2,4,1,4
600,467,Bi|Ca|Cu|O|Pb|Sr|Y|Zn,3,2,4,0,2,1,0,0,4,1,2,0
601,468,Co|Fe|Th,3,2,1,0,2,1,2,4,4,2,3,1
602,442,Nb|Sn|Zr,0,1,0,4,3,3,4,1,2,1,1,0
603,1,Ba|Ca|Cu|La|O,0,0,1,3,2,4,4,4,3,3,1,0
604,469,Ba|Ca|Cu|Gd|Hf|O,4,4,4,3,0,2,4,1,0,2,0,1
605,72,B|C|Mg|Ni,4,2,0,0,0,0,0,0,3,4,3,2
606,352,Fe|S|Se|Te,4,0,2,2,3,0,4,2,1,0,1,1
607,156,Pd|Se,3,0,3,1,0,4,2,2,3,1,3,2
608,391,Bi|Ca|Cu|O|Pb|Sr|Y,1,1,4,1,0,0,2,1,4,3,0,2
609,470,Hf|Rh,1,4,1,2,4,4,4,4,4,4,3,2
610,366,As|Ba|Fe|Ni,0,1,0,4,4,3,0,3,0,0,2,1
611,471,Mo|Pb|Se,0,3,3,2,0,4,4,2,3,2,3,0
612,472,Al|Mo|S|Sn,1,0,3,0,0,2,4,1,0,3,4,4
613,473,Ba|Ca|Cu|O|Sr|Yb,2,2,0,1,4,2,0,1,1,3,3,2
614,474,As|F|Fe|O|Pr,4,2,3,4,2,3,1,3,3,3,2,4
615,429,Cu|La|Ni|O|Sr,0,4,1,1,3,1,3,3,1,0,2,0
616,475,S|Ta,2,2,4,0,2,4,3,1,0,4,0,0
617,476,Ba|Cu|Ga|O|Y,0,1,1,0,4,0,1,1,0,2,4,1
618,314,Al|La,0,1,0,4,1,0,1,0,4,1,2,4
619,477,Nb|Ti|Zr,0,1,1,1,3,3,2,0,2,4,1,3
620,478,Ba|Ca|Cu|Gd|Mo|O,2,1,2,3,1,4,0,2,2,3,0,0
621,479,Se|Ti,4,2,3,2,3,3,1,3,1,2,1,4
622,480,Ge|Ru|Th,0,0,1,0,4,2,1,3,0,1,4,3
623,211,Mo|U,1,2,2,1,0,3,4,0,1,2,2,0
624,481,Li|O|W,1,2,0,2,0,4,0,4,3,0,0,4
625,192,Nb|Ta|Ti,2,0,0,2,0,4,4,0,1,3,4,0
626,326,Ca|Cl|Cu|O,4,0,3,3,4,2,4,3,0,1,4,2
627,482,Nb|V|Zr,1,0,3,3,1,3,1,1,2,3,4,0
628,273,Bi|Cu|La|O|Pb|Sr,4,4,0,0,0,1,1,3,4,0,4,2
629,483,B|C|Lu|Ni|Y,3,0,3,2,4,3,1,0,3,3,0,1
630,36,Bi|Ca|Cu|O|Sr|Y,4,2,4,1,1,0,3,1,4,1,0,4
631,10,Cu|La|O|Pb|Sr,3,0,0,3,2,2,4,4,0,3,2,3
632,357,Mo|Zr,4,1,4,3,1,0,1,2,4,0,4,3
633,484,Bi|O|S,4,2,1,2,4,3,0,4,4,4,4,1
634,485,B|Li|Rh,0,0,1,4,2,0,0,2,3,2,4,0
635,486,Ba|Ca|Cu|Nd|O|Pr,1,1,1,2,1,0,1,3,3,0,1,2
636,487,Ba|Cu|Eu|O,3,1,0,1,2,0,3,2,0,3,2,2
637,488,B|C|Dy|Ni,3,0,2,0,1,4,0,2,3,3,0,3
638,489,Ge|Y,3,0,4,4,4,3,3,3,4,4,0,1
639,490,B|Dy|Ir|Rh,1,2,0,3,1,1,0,0,0,4,1,4
640,59,Bi|Ca|Cu|O|Sr,2,1,2,3,0,3,0,4,0,0,1,2
641,491,Rh|Ti,3,0,3,1,3,0,0,4,2,0,0,2
642,492,Ir|Os|Th,2,3,1,2,1,0,1,1,1,1,1,2
643,361,Ga|Sn|V,3,0,2,2,0,0,0,0,3,3,2,3
644,493,B|Os,2,0,1,3,1,0,0,0,3,2,1,3
645,42,Cu|La|O|Sr|Zn,1,2,4,4,3,1,4,1,3,4,4,1
646,494,Ba|Cu|Si,0,3,3,0,4,3,3,2,1,4,1,0
647,218,C|Mo|Ta,1,3,0,0,3,0,4,3,2,2,3,0
648,495,Nb|Se,0,3,0,4,4,0,3,4,0,3,4,3
649,140,Cu|S|Ta,4,2,1,0,0,4,3,0,0,2,2,3
650,282,B|Cu|Mg,2,4,0,1,4,1,4,1,0,3,1,0
651,496,In|Pb,4,0,3,1,4,2,0,1,4,2,2,2
652,497,Au|Nb|Pt,4,4,4,4,4,0,3,3,0,2,3,2
653,498,B|Hf|Nb,4,2,2,3,2,4,4,4,4,3,0,4
654,499,Mo|Tc,2,3,0,0,0,1,0,0,2,2,3,1
655,500,Pb|S|Te|Yb,0,3,3,3,2,4,0,3,3,4,1,1
656,501,As|Fe|O|Pr|Sr,1,0,1,1,4,0,4,4,1,3,2,3
657,502,Al|Mg|Si,1,0,3,0,3,2,3,3,4,3,2,3
