# dataset A: 21263 rows, 3365 chemical families. data/train.csv rows; family = tc_pipeline.chemical_families(data/unique_m.csv).
# fold_deterministic = GroupKFold(5) (no shuffle, published protocol); fold_seedS = GroupKFold(5, shuffle=True,
#   random_state=S); random_fold_seedS = KFold(5, shuffle=True, random_state=S). scikit-learn 1.7.2,
#   pandas 2.3.2, numpy 2.3.3. Generated by code/v2/make_splits.py.
# GroupKFold breaks size ties by the ORDER of the integer family codes (pandas.factorize order of first
#   appearance), so the fold assignment depends on the code order, not only on the family partition.
#   These indices, not just the procedure, are the reference. Read with pandas.read_csv(..., comment='#').
row_index,family_id,family_key,fold_deterministic,fold_seed0,fold_seed1,fold_seed2,fold_seed3,fold_seed4,random_fold_seed0,random_fold_seed1,random_fold_seed2,random_fold_seed3,random_fold_seed4
322,13,Ba|Cu|Gd|O,2,1,0,3,4,0,1,2,3,2,2
323,60,Ba|Cu|Gd|O|S,3,3,2,0,3,1,2,3,4,3,3
324,8,Ba|Cu|O|Y,0,1,2,1,3,1,3,0,1,1,0
325,32,Ba|Cu|O|S|Y,1,3,1,4,4,4,0,1,4,3,1
326,32,Ba|Cu|O|S|Y,1,3,1,4,4,4,3,3,1,1,0
327,32,Ba|Cu|O|S|Y,1,3,1,4,4,4,3,2,3,4,4
328,8,Ba|Cu|O|Y,0,1,2,1,3,1,3,4,2,3,2
329,40,Ba|Cu|O|Y|Zn,3,1,0,2,1,0,0,3,4,0,3
330,40,Ba|Cu|O|Y|Zn,3,1,0,2,1,0,4,0,1,0,3
331,40,Ba|Cu|O|Y|Zn,3,1,0,2,1,0,0,2,2,2,2
332,40,Ba|Cu|O|Y|Zn,3,1,0,2,1,0,2,0,3,0,2
333,40,Ba|Cu|O|Y|Zn,3,1,0,2,1,0,3,2,2,4,2
334,40,Ba|Cu|O|Y|Zn,3,1,0,2,1,0,1,3,3,0,0
335,40,Ba|Cu|O|Y|Zn,3,1,0,2,1,0,0,0,3,4,0
336,13,Ba|Cu|Gd|O,2,1,0,3,4,0,4,1,3,4,2
337,53,Ba|Cu|Fe|Gd|O,4,1,2,4,3,1,4,2,0,1,0
338,61,Ba|Co|Cu|Gd|O,4,2,3,1,1,4,2,4,0,4,3
339,8,Ba|Cu|O|Y,0,1,2,1,3,1,1,0,2,0,3
340,49,Bi|Ca|Cu|O|Sr,2,0,2,4,3,0,0,2,1,0,1
341,37,Ba|Cu|Ni|O|Y,1,0,2,1,2,2,2,4,3,0,3
342,0,Ba|Cu|La|O,2,4,2,3,0,4,0,0,4,4,0
343,0,Ba|Cu|La|O,2,4,2,3,0,4,1,0,4,2,4
344,0,Ba|Cu|La|O,2,4,2,3,0,4,4,2,3,4,3
345,0,Ba|Cu|La|O,2,4,2,3,0,4,1,0,3,4,1
346,0,Ba|Cu|La|O,2,4,2,3,0,4,0,3,3,1,4
347,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,2,3,3,2,4
348,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,0,2,2,4,3
349,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,3,3,1,1,2
350,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,1,2,4,3,3
351,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,3,2,1,4,4
352,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,2,3,3,0,3
353,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,4,3,3,1,0
354,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,2,1,0,3,0
355,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,1,4,1,3,3
356,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,1,4,4,0,3
357,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,3,2,1,0,3
358,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,4,1,3,4,1
359,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,4,1,2,0,4
360,8,Ba|Cu|O|Y,0,1,2,1,3,1,2,4,2,4,4
361,8,Ba|Cu|O|Y,0,1,2,1,3,1,3,3,3,0,1
362,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,4,1,1,3,3
363,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,4,1,0,4,0
364,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,2,2,0,4,2
365,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,4,2,2,1,4
366,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,0,2,4,0,4
367,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,4,2,0,0,4
368,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,3,1,1,0,0
369,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,1,1,2,2,2
370,13,Ba|Cu|Gd|O,2,1,0,3,4,0,4,0,4,0,1
371,53,Ba|Cu|Fe|Gd|O,4,1,2,4,3,1,0,2,1,3,0
372,53,Ba|Cu|Fe|Gd|O,4,1,2,4,3,1,4,1,4,2,1
373,53,Ba|Cu|Fe|Gd|O,4,1,2,4,3,1,2,4,2,2,0
374,53,Ba|Cu|Fe|Gd|O,4,1,2,4,3,1,2,3,1,4,0
375,8,Ba|Cu|O|Y,0,1,2,1,3,1,4,4,0,1,1
376,8,Ba|Cu|O|Y,0,1,2,1,3,1,2,2,0,1,1
377,0,Ba|Cu|La|O,2,4,2,3,0,4,2,1,0,2,1
378,62,Ba|Ca|Cu|La|O,1,3,2,0,1,3,2,3,4,0,0
379,62,Ba|Ca|Cu|La|O,1,3,2,0,1,3,0,4,0,3,1
380,62,Ba|Ca|Cu|La|O,1,3,2,0,1,3,0,4,0,1,2
381,62,Ba|Ca|Cu|La|O,1,3,2,0,1,3,0,4,4,4,3
382,43,Ba|Co|Cu|O|Y,1,2,3,2,1,3,1,1,4,2,3
383,49,Bi|Ca|Cu|O|Sr,2,0,2,4,3,0,4,2,1,4,4
384,49,Bi|Ca|Cu|O|Sr,2,0,2,4,3,0,2,0,3,3,3
385,43,Ba|Co|Cu|O|Y,1,2,3,2,1,3,0,0,3,4,0
386,43,Ba|Co|Cu|O|Y,1,2,3,2,1,3,4,2,2,0,1
387,43,Ba|Co|Cu|O|Y,1,2,3,2,1,3,1,0,4,1,1
388,43,Ba|Co|Cu|O|Y,1,2,3,2,1,3,3,3,0,3,0
389,43,Ba|Co|Cu|O|Y,1,2,3,2,1,3,4,0,3,3,3
390,37,Ba|Cu|Ni|O|Y,1,0,2,1,2,2,0,0,4,4,2
391,37,Ba|Cu|Ni|O|Y,1,0,2,1,2,2,4,0,1,3,4
392,37,Ba|Cu|Ni|O|Y,1,0,2,1,2,2,3,2,3,1,4
393,37,Ba|Cu|Ni|O|Y,1,0,2,1,2,2,0,3,2,2,1
394,2,Cu|La|O|Sr,1,2,3,2,2,0,0,1,2,2,3
395,2,Cu|La|O|Sr,1,2,3,2,2,0,1,3,1,3,4
396,2,Cu|La|O|Sr,1,2,3,2,2,0,2,1,3,3,2
397,2,Cu|La|O|Sr,1,2,3,2,2,0,0,0,3,3,1
398,2,Cu|La|O|Sr,1,2,3,2,2,0,2,2,0,1,3
399,2,Cu|La|O|Sr,1,2,3,2,2,0,1,2,3,3,1
400,2,Cu|La|O|Sr,1,2,3,2,2,0,4,2,0,3,0
401,2,Cu|La|O|Sr,1,2,3,2,2,0,3,1,4,4,3
402,2,Cu|La|O|Sr,1,2,3,2,2,0,1,4,1,2,4
403,0,Ba|Cu|La|O,2,4,2,3,0,4,2,3,2,3,3
404,0,Ba|Cu|La|O,2,4,2,3,0,4,4,2,2,3,2
405,63,Ba|Cu|Lu|O|Y,0,4,4,0,3,1,1,1,1,0,1
406,63,Ba|Cu|Lu|O|Y,0,4,4,0,3,1,0,1,3,2,2
407,63,Ba|Cu|Lu|O|Y,0,4,4,0,3,1,3,0,3,3,4
408,63,Ba|Cu|Lu|O|Y,0,4,4,0,3,1,2,0,1,2,0
409,63,Ba|Cu|Lu|O|Y,0,4,4,0,3,1,3,2,3,3,2
410,63,Ba|Cu|Lu|O|Y,0,4,4,0,3,1,1,1,4,4,1
411,63,Ba|Cu|Lu|O|Y,0,4,4,0,3,1,3,2,2,3,2
412,0,Ba|Cu|La|O,2,4,2,3,0,4,2,0,4,4,4
413,0,Ba|Cu|La|O,2,4,2,3,0,4,0,2,2,2,2
414,2,Cu|La|O|Sr,1,2,3,2,2,0,3,3,4,0,0
415,2,Cu|La|O|Sr,1,2,3,2,2,0,1,0,2,0,1
416,2,Cu|La|O|Sr,1,2,3,2,2,0,3,3,3,4,1
417,2,Cu|La|O|Sr,1,2,3,2,2,0,2,3,2,4,2
418,2,Cu|La|O|Sr,1,2,3,2,2,0,2,4,0,3,1
419,2,Cu|La|O|Sr,1,2,3,2,2,0,4,0,4,4,0
420,5,Ca|Cu|La|O,0,2,3,4,0,3,1,0,3,3,0
421,5,Ca|Cu|La|O,0,2,3,4,0,3,2,1,3,4,0
422,5,Ca|Cu|La|O,0,2,3,4,0,3,2,3,2,3,0
423,8,Ba|Cu|O|Y,0,1,2,1,3,1,4,2,2,0,1
424,8,Ba|Cu|O|Y,0,1,2,1,3,1,1,1,0,4,4
425,8,Ba|Cu|O|Y,0,1,2,1,3,1,4,1,3,0,0
426,8,Ba|Cu|O|Y,0,1,2,1,3,1,3,3,1,1,3
427,8,Ba|Cu|O|Y,0,1,2,1,3,1,2,0,2,4,1
428,8,Ba|Cu|O|Y,0,1,2,1,3,1,3,1,1,0,3
429,8,Ba|Cu|O|Y,0,1,2,1,3,1,2,4,3,0,2
430,31,Ba|Cu|Fe|O|Y,3,2,3,4,1,0,3,2,3,3,4
431,31,Ba|Cu|Fe|O|Y,3,2,3,4,1,0,0,4,0,2,4
432,38,Al|Ba|Cu|O|Y,3,2,2,1,0,2,4,2,2,3,3
433,38,Al|Ba|Cu|O|Y,3,2,2,1,0,2,4,0,4,0,4
434,38,Al|Ba|Cu|O|Y,3,2,2,1,0,2,3,4,3,1,0
435,64,Ba|Cu|O|Y|Zr,2,1,3,4,3,2,0,0,0,4,4
436,64,Ba|Cu|O|Y|Zr,2,1,3,4,3,2,0,1,1,4,1
437,64,Ba|Cu|O|Y|Zr,2,1,3,4,3,2,0,2,3,2,0
438,12,Ba|Cu|Eu|O,2,3,0,3,4,4,1,0,2,0,0
439,12,Ba|Cu|Eu|O,2,3,0,3,4,4,0,4,4,2,4
440,31,Ba|Cu|Fe|O|Y,3,2,3,4,1,0,2,3,4,1,0
441,40,Ba|Cu|O|Y|Zn,3,1,0,2,1,0,2,3,0,2,3
442,2,Cu|La|O|Sr,1,2,3,2,2,0,4,0,4,4,2
443,17,Ba|Cu|O|Sm,4,0,0,3,4,1,0,2,2,3,0
444,65,Cu|Eu|La|O|Sr,3,3,0,2,0,0,2,0,3,4,1
445,8,Ba|Cu|O|Y,0,1,2,1,3,1,2,1,3,0,2
446,66,Ba|Cu|O|Sr|Y,2,2,3,2,4,1,4,3,3,0,0
447,66,Ba|Cu|O|Sr|Y,2,2,3,2,4,1,4,1,0,0,4
448,12,Ba|Cu|Eu|O,2,3,0,3,4,4,0,1,3,1,1
449,17,Ba|Cu|O|Sm,4,0,0,3,4,1,0,4,0,4,2
450,17,Ba|Cu|O|Sm,4,0,0,3,4,1,2,1,4,1,1
451,17,Ba|Cu|O|Sm,4,0,0,3,4,1,2,2,3,2,0
452,17,Ba|Cu|O|Sm,4,0,0,3,4,1,0,3,4,0,1
453,17,Ba|Cu|O|Sm,4,0,0,3,4,1,4,3,4,0,4
454,17,Ba|Cu|O|Sm,4,0,0,3,4,1,1,3,0,1,2
455,67,Ce|Cu|Nd|O|Sr,1,4,2,2,3,0,1,0,4,0,3
456,8,Ba|Cu|O|Y,0,1,2,1,3,1,2,3,3,1,1
457,8,Ba|Cu|O|Y,0,1,2,1,3,1,0,2,0,2,1
458,8,Ba|Cu|O|Y,0,1,2,1,3,1,4,2,3,4,3
459,9,Ba|Cu|Er|O,2,0,3,4,4,4,1,1,3,4,1
460,49,Bi|Ca|Cu|O|Sr,2,0,2,4,3,0,2,0,2,2,4
461,68,Ba|Bi|K|O,0,1,2,0,3,0,0,4,3,3,1
462,69,Cu|La|O,2,0,3,0,0,0,2,3,3,1,0
463,2,Cu|La|O|Sr,1,2,3,2,2,0,0,2,0,3,2
464,2,Cu|La|O|Sr,1,2,3,2,2,0,2,4,1,3,2
465,49,Bi|Ca|Cu|O|Sr,2,0,2,4,3,0,1,3,4,0,4
466,49,Bi|Ca|Cu|O|Sr,2,0,2,4,3,0,1,0,0,0,4
467,47,Ba|Ca|Cu|O|Tl,3,2,1,1,4,1,0,4,0,3,2
468,8,Ba|Cu|O|Y,0,1,2,1,3,1,4,2,3,1,1
469,8,Ba|Cu|O|Y,0,1,2,1,3,1,4,4,2,0,4
470,8,Ba|Cu|O|Y,0,1,2,1,3,1,3,0,2,4,1
471,49,Bi|Ca|Cu|O|Sr,2,0,2,4,3,0,4,1,3,1,4
472,49,Bi|Ca|Cu|O|Sr,2,0,2,4,3,0,3,4,2,3,1
473,70,Bi|Ca|Cu|O|Pb|Sb|Sr,1,0,4,1,0,0,2,2,0,0,3
474,71,Bi|Ca|Cu|O|Pb|Sr,2,0,4,1,4,1,3,4,2,2,3
475,31,Ba|Cu|Fe|O|Y,3,2,3,4,1,0,3,4,4,1,3
476,31,Ba|Cu|Fe|O|Y,3,2,3,4,1,0,1,2,2,0,0
477,49,Bi|Ca|Cu|O|Sr,2,0,2,4,3,0,0,2,0,0,3
478,71,Bi|Ca|Cu|O|Pb|Sr,2,0,4,1,4,1,3,2,1,0,0
479,8,Ba|Cu|O|Y,0,1,2,1,3,1,0,1,4,3,0
480,68,Ba|Bi|K|O,0,1,2,0,3,0,4,4,2,2,1
481,41,Ag|Ba|Cu|O|Y,1,1,0,2,0,1,3,1,1,3,2
482,8,Ba|Cu|O|Y,0,1,2,1,3,1,1,0,2,0,0
483,8,Ba|Cu|O|Y,0,1,2,1,3,1,3,1,4,3,3
484,8,Ba|Cu|O|Y,0,1,2,1,3,1,3,0,1,4,2
485,8,Ba|Cu|O|Y,0,1,2,1,3,1,3,3,4,0,0
486,8,Ba|Cu|O|Y,0,1,2,1,3,1,0,2,0,0,2
487,72,Ca|Cu|O|Sm|Sr|Tl,1,2,1,0,0,0,2,0,0,3,0
488,8,Ba|Cu|O|Y,0,1,2,1,3,1,0,4,2,4,1
489,73,Ba|Cu|La|O|Tl,4,3,2,4,1,3,0,4,0,3,3
490,73,Ba|Cu|La|O|Tl,4,3,2,4,1,3,4,0,4,3,0
491,74,Ce|Cu|Nd|O,3,3,3,3,3,1,2,0,2,2,4
492,8,Ba|Cu|O|Y,0,1,2,1,3,1,4,3,4,1,4
493,8,Ba|Cu|O|Y,0,1,2,1,3,1,3,4,4,4,4
494,47,Ba|Ca|Cu|O|Tl,3,2,1,1,4,1,2,0,3,2,4
495,37,Ba|Cu|Ni|O|Y,1,0,2,1,2,2,0,2,1,2,3
496,37,Ba|Cu|Ni|O|Y,1,0,2,1,2,2,1,3,4,3,3
497,40,Ba|Cu|O|Y|Zn,3,1,0,2,1,0,1,3,3,2,0
498,40,Ba|Cu|O|Y|Zn,3,1,0,2,1,0,0,4,3,1,2
499,11,Ba|Cu|Nd|O,2,2,2,2,1,2,0,4,2,4,0
500,75,Ba|Cu|Nd|Ni|O,4,3,0,0,3,2,2,4,3,0,0
501,75,Ba|Cu|Nd|Ni|O,4,3,0,0,3,2,4,1,2,4,3
502,76,Ba|Cu|Nd|O|Zn,0,1,2,0,2,1,3,1,1,4,3
503,76,Ba|Cu|Nd|O|Zn,0,1,2,0,2,1,0,1,3,1,1
504,13,Ba|Cu|Gd|O,2,1,0,3,4,0,4,4,0,4,2
505,77,Ba|Cu|Gd|Ni|O,3,2,4,3,4,0,0,4,1,3,1
506,77,Ba|Cu|Gd|Ni|O,3,2,4,3,4,0,3,0,1,2,3
507,78,Ba|Cu|Gd|O|Zn,3,3,3,4,2,0,0,2,3,3,2
508,78,Ba|Cu|Gd|O|Zn,3,3,3,4,2,0,2,3,3,3,0
509,14,Ba|Cu|Dy|O,4,1,4,1,3,3,2,2,0,0,1
510,79,Ba|Cu|Dy|Ni|O,1,3,1,0,1,1,3,0,4,3,1
511,79,Ba|Cu|Dy|Ni|O,1,3,1,0,1,1,4,1,2,4,0
512,80,Ba|Cu|Dy|O|Zn,2,2,2,1,2,4,4,3,4,3,2
513,80,Ba|Cu|Dy|O|Zn,2,2,2,1,2,4,4,2,2,3,3
514,9,Ba|Cu|Er|O,2,0,3,4,4,4,3,1,3,2,2
515,81,Ba|Cu|Er|Ni|O,0,3,1,2,1,2,4,4,2,0,0
516,81,Ba|Cu|Er|Ni|O,0,3,1,2,1,2,3,0,4,2,1
517,82,Ba|Cu|Er|O|Zn,2,2,1,0,1,4,3,3,1,2,3
518,82,Ba|Cu|Er|O|Zn,2,2,1,0,1,4,1,1,2,3,0
519,49,Bi|Ca|Cu|O|Sr,2,0,2,4,3,0,1,3,1,1,3
520,62,Ba|Ca|Cu|La|O,1,3,2,0,1,3,2,1,1,0,4
521,9,Ba|Cu|Er|O,2,0,3,4,4,4,1,4,3,2,0
522,9,Ba|Cu|Er|O,2,0,3,4,4,4,2,4,4,1,1
523,9,Ba|Cu|Er|O,2,0,3,4,4,4,4,4,3,0,4
524,9,Ba|Cu|Er|O,2,0,3,4,4,4,4,2,0,0,2
525,9,Ba|Cu|Er|O,2,0,3,4,4,4,3,0,2,4,0
526,68,Ba|Bi|K|O,0,1,2,0,3,0,1,2,1,4,0
527,2,Cu|La|O|Sr,1,2,3,2,2,0,3,1,0,4,1
528,2,Cu|La|O|Sr,1,2,3,2,2,0,1,3,4,0,0
529,2,Cu|La|O|Sr,1,2,3,2,2,0,2,3,0,0,3
530,2,Cu|La|O|Sr,1,2,3,2,2,0,1,1,3,1,1
531,8,Ba|Cu|O|Y,0,1,2,1,3,1,1,4,3,0,2
532,8,Ba|Cu|O|Y,0,1,2,1,3,1,2,4,0,0,3
533,8,Ba|Cu|O|Y,0,1,2,1,3,1,1,1,4,1,3
534,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,2,1,4,3,1
535,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,3,1,2,1,0
536,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,0,1,0,0,4
537,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,2,2,3,2,2
538,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,1,3,3,0,0
539,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,3,3,1,3,0
540,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,4,4,3,3,2
541,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,1,1,3,0,2
542,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,4,0,1,1,2
543,57,Ba|Cu|La|O|Y,4,0,3,4,0,1,3,3,4,4,3
544,43,Ba|Co|Cu|O|Y,1,2,3,2,1,3,1,2,4,2,1
545,43,Ba|Co|Cu|O|Y,1,2,3,2,1,3,3,1,2,4,2
546,43,Ba|Co|Cu|O|Y,1,2,3,2,1,3,3,3,2,1,1
547,31,Ba|Cu|Fe|O|Y,3,2,3,4,1,0,1,3,4,0,2
548,31,Ba|Cu|Fe|O|Y,3,2,3,4,1,0,0,2,0,3,2
549,49,Bi|Ca|Cu|O|Sr,2,0,2,4,3,0,0,4,1,3,3
550,49,Bi|Ca|Cu|O|Sr,2,0,2,4,3,0,3,0,4,2,2
551,83,Bi|Ca|Cu|O|Sr|Y,4,3,2,2,1,2,2,0,0,1,1
552,47,Ba|Ca|Cu|O|Tl,3,2,1,1,4,1,2,1,4,1,1
553,47,Ba|Ca|Cu|O|Tl,3,2,1,1,4,1,3,1,1,4,2
554,74,Ce|Cu|Nd|O,3,3,3,3,3,1,0,0,1,2,0
555,67,Ce|Cu|Nd|O|Sr,1,4,2,2,3,0,0,0,3,1,2
556,69,Cu|La|O,2,0,3,0,0,0,1,0,1,2,1
557,84,Ca|Cu|O|Pb|Sr|Tb,1,4,3,0,4,4,0,0,3,3,2
558,85,Ca|Cu|Ho|O|Pb|Sr,2,2,3,2,1,4,2,2,2,0,0
559,86,Ca|Cu|Er|O|Pb|Sr,4,4,4,2,0,4,3,0,0,4,3
560,87,Ca|Cu|O|Pb|Sr|Tm,0,2,0,3,0,0,3,3,3,3,2
561,88,Ca|Cu|O|Pb|Sr|Yb,0,2,3,4,4,1,1,1,4,4,1
562,89,Ca|Cu|Lu|O|Pb|Sr,2,2,0,2,3,2,4,0,1,3,4
563,90,Ca|Cu|O|Pb|Sr|Y,0,3,2,3,4,0,4,0,2,3,1
564,91,Ca|Cu|La|O|Pb|Sr,1,4,1,0,1,4,4,3,1,1,2
565,92,Ca|Ce|Cu|O|Pb|Sr,3,0,4,4,3,2,0,0,1,3,1
566,93,Ca|Cu|O|Pb|Pr|Sr,0,4,0,0,3,4,4,1,0,3,1
567,94,Ca|Cu|Nd|O|Pb|Sr,2,4,1,2,4,3,4,0,2,2,0
568,95,Ca|Cu|O|Pb|Sm|Sr,3,3,4,0,3,2,2,4,4,2,2
569,96,Ca|Cu|Eu|O|Pb|Sr,2,3,4,4,4,4,2,1,0,2,2
570,97,Ca|Cu|Gd|O|Pb|Sr,1,1,3,4,1,3,0,3,0,2,4
571,67,Ce|Cu|Nd|O|Sr,1,4,2,2,3,0,4,2,1,0,0
572,11,Ba|Cu|Nd|O,2,2,2,2,1,2,1,4,3,3,4
573,11,Ba|Cu|Nd|O,2,2,2,2,1,2,2,0,1,4,1
574,11,Ba|Cu|Nd|O,2,2,2,2,1,2,1,1,2,0,1
575,11,Ba|Cu|Nd|O,2,2,2,2,1,2,0,0,4,3,1
576,8,Ba|Cu|O|Y,0,1,2,1,3,1,2,3,2,4,2
577,47,Ba|Ca|Cu|O|Tl,3,2,1,1,4,1,0,4,0,0,2
578,53,Ba|Cu|Fe|Gd|O,4,1,2,4,3,1,0,3,4,0,0
579,13,Ba|Cu|Gd|O,2,1,0,3,4,0,0,3,0,3,1
580,53,Ba|Cu|Fe|Gd|O,4,1,2,4,3,1,2,2,0,3,4
581,53,Ba|Cu|Fe|Gd|O,4,1,2,4,3,1,2,1,3,3,2
582,53,Ba|Cu|Fe|Gd|O,4,1,2,4,3,1,2,2,1,1,3
583,17,Ba|Cu|O|Sm,4,0,0,3,4,1,0,4,1,3,3
584,13,Ba|Cu|Gd|O,2,1,0,3,4,0,2,2,0,2,0
585,53,Ba|Cu|Fe|Gd|O,4,1,2,4,3,1,2,3,2,0,4
586,53,Ba|Cu|Fe|Gd|O,4,1,2,4,3,1,4,2,1,2,2
587,53,Ba|Cu|Fe|Gd|O,4,1,2,4,3,1,2,1,3,2,0
588,53,Ba|Cu|Fe|Gd|O,4,1,2,4,3,1,4,1,4,2,1
589,53,Ba|Cu|Fe|Gd|O,4,1,2,4,3,1,3,2,4,3,0
590,53,Ba|Cu|Fe|Gd|O,4,1,2,4,3,1,4,3,1,0,2
591,53,Ba|Cu|Fe|Gd|O,4,1,2,4,3,1,0,1,4,2,3
592,8,Ba|Cu|O|Y,0,1,2,1,3,1,4,2,1,3,3
593,2,Cu|La|O|Sr,1,2,3,2,2,0,0,3,3,3,0
594,49,Bi|Ca|Cu|O|Sr,2,0,2,4,3,0,2,1,0,1,0
595,98,Bi|Ca|Cu|Lu|O|Sr,2,1,0,0,3,2,4,1,0,3,3
596,98,Bi|Ca|Cu|Lu|O|Sr,2,1,0,0,3,2,1,0,3,3,1
597,98,Bi|Ca|Cu|Lu|O|Sr,2,1,0,0,3,2,2,0,3,1,0
598,98,Bi|Ca|Cu|Lu|O|Sr,2,1,0,0,3,2,1,4,3,4,2
599,98,Bi|Ca|Cu|Lu|O|Sr,2,1,0,0,3,2,0,1,3,4,0
600,99,Bi|Ca|Cu|Na|O|Sr,1,4,0,1,2,3,0,0,2,1,1
601,99,Bi|Ca|Cu|Na|O|Sr,1,4,0,1,2,3,3,4,4,0,4
602,99,Bi|Ca|Cu|Na|O|Sr,1,4,0,1,2,3,4,2,3,0,2
603,49,Bi|Ca|Cu|O|Sr,2,0,2,4,3,0,4,4,1,4,0
604,99,Bi|Ca|Cu|Na|O|Sr,1,4,0,1,2,3,1,1,1,3,0
605,99,Bi|Ca|Cu|Na|O|Sr,1,4,0,1,2,3,0,2,0,4,2
606,99,Bi|Ca|Cu|Na|O|Sr,1,4,0,1,2,3,4,3,3,2,3
607,49,Bi|Ca|Cu|O|Sr,2,0,2,4,3,0,3,3,4,0,4
608,99,Bi|Ca|Cu|Na|O|Sr,1,4,0,1,2,3,2,0,0,4,1
609,99,Bi|Ca|Cu|Na|O|Sr,1,4,0,1,2,3,4,3,0,3,3
610,99,Bi|Ca|Cu|Na|O|Sr,1,4,0,1,2,3,0,1,2,0,3
611,8,Ba|Cu|O|Y,0,1,2,1,3,1,4,3,3,2,4
612,8,Ba|Cu|O|Y,0,1,2,1,3,1,4,0,1,4,4
613,8,Ba|Cu|O|Y,0,1,2,1,3,1,0,0,2,2,4
614,8,Ba|Cu|O|Y,0,1,2,1,3,1,1,3,4,3,3
615,8,Ba|Cu|O|Y,0,1,2,1,3,1,3,4,2,2,2
616,8,Ba|Cu|O|Y,0,1,2,1,3,1,4,0,1,4,1
617,71,Bi|Ca|Cu|O|Pb|Sr,2,0,4,1,4,1,2,1,2,1,0
618,71,Bi|Ca|Cu|O|Pb|Sr,2,0,4,1,4,1,0,0,4,2,3
619,49,Bi|Ca|Cu|O|Sr,2,0,2,4,3,0,0,0,1,0,3
620,100,Bi|Ca|Cu|La|O|Sr,2,4,4,4,1,4,1,0,3,4,0
621,100,Bi|Ca|Cu|La|O|Sr,2,4,4,4,1,4,2,4,1,3,2
622,100,Bi|Ca|Cu|La|O|Sr,2,4,4,4,1,4,1,4,1,0,1
623,101,Bi|Ca|Cu|K|O|Sr,4,2,2,0,2,1,4,1,1,3,0
624,101,Bi|Ca|Cu|K|O|Sr,4,2,2,0,2,1,0,4,4,1,1
625,101,Bi|Ca|Cu|K|O|Sr,4,2,2,0,2,1,4,0,0,2,4
626,101,Bi|Ca|Cu|K|O|Sr,4,2,2,0,2,1,4,4,0,0,4
627,101,Bi|Ca|Cu|K|O|Sr,4,2,2,0,2,1,3,1,2,4,4
628,101,Bi|Ca|Cu|K|O|Sr,4,2,2,0,2,1,1,0,1,0,4
629,102,Ba|Cu|O|Pr|Y,4,2,0,0,3,0,0,0,0,0,0
630,102,Ba|Cu|O|Pr|Y,4,2,0,0,3,0,4,2,4,0,1
631,102,Ba|Cu|O|Pr|Y,4,2,0,0,3,0,3,4,2,1,3
632,102,Ba|Cu|O|Pr|Y,4,2,0,0,3,0,1,1,0,2,0
633,102,Ba|Cu|O|Pr|Y,4,2,0,0,3,0,2,4,4,4,4
634,9,Ba|Cu|Er|O,2,0,3,4,4,4,1,3,2,3,4
635,9,Ba|Cu|Er|O,2,0,3,4,4,4,1,2,1,2,1
636,9,Ba|Cu|Er|O,2,0,3,4,4,4,3,0,1,2,3
637,9,Ba|Cu|Er|O,2,0,3,4,4,4,2,3,3,2,1
638,9,Ba|Cu|Er|O,2,0,3,4,4,4,4,1,4,4,0
639,83,Bi|Ca|Cu|O|Sr|Y,4,3,2,2,1,2,1,1,0,4,0
640,49,Bi|Ca|Cu|O|Sr,2,0,2,4,3,0,1,4,2,2,0
641,83,Bi|Ca|Cu|O|Sr|Y,4,3,2,2,1,2,0,3,0,0,2
642,83,Bi|Ca|Cu|O|Sr|Y,4,3,2,2,1,2,3,0,2,2,2
643,83,Bi|Ca|Cu|O|Sr|Y,4,3,2,2,1,2,0,2,4,1,1
644,83,Bi|Ca|Cu|O|Sr|Y,4,3,2,2,1,2,0,0,4,1,2
